ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
217793_at	5.34e-01	4.64e-01	-0.7346084	-6.803644	-0.02085648	RAB11B	RAB11B, member RAS oncogene family
209814_at	5.34e-01	4.64e-01	-0.7345728	-6.80367	-0.04698129	ZNF330	zinc finger protein 330
205748_s_at	5.34e-01	4.64e-01	0.7343131	-6.80386	0.04624935	RNF126	ring finger protein 126
221776_s_at	5.34e-01	4.64e-01	0.7342282	-6.803923	0.05524871	BRD7	bromodomain containing 7
208428_at	5.34e-01	4.64e-01	-0.7342273	-6.803923	-0.01757188	TAP2	transporter 2, ATP binding cassette subfamily B member
203359_s_at	5.34e-01	4.64e-01	-0.7341213	-6.804001	-0.04625628	GJA9-MYCBP///MYCBP	GJA9-MYCBP readthrough///MYC binding protein
219228_at	5.34e-01	4.65e-01	-0.7336133	-6.804373	-0.07213038	ZNF331	zinc finger protein 331
206100_at	5.34e-01	4.65e-01	0.733454	-6.804489	0.03294178	CPM	carboxypeptidase M
209734_at	5.35e-01	4.65e-01	0.7329801	-6.804836	0.03370583	NCKAP1L	NCK associated protein 1 like
208995_s_at	5.35e-01	4.65e-01	0.7327934	-6.804972	0.0301766	PPIG	peptidylprolyl isomerase G
215185_at	5.35e-01	4.65e-01	0.7327908	-6.804974	0.02298475	LINC00963	long intergenic non-protein coding RNA 963
41856_at	5.35e-01	4.66e-01	-0.732436	-6.805233	-0.02948381	UNC5B	unc-5 netrin receptor B
215789_s_at	5.35e-01	4.66e-01	0.7323469	-6.805298	0.03843957	AJAP1	adherens junctions associated protein 1
65438_at	5.35e-01	4.66e-01	0.7319003	-6.805624	0.0297189	TLDC1	TBC/LysM-associated domain containing 1
207539_s_at	5.35e-01	4.66e-01	-0.731814	-6.805687	-0.0147418	IL4	interleukin 4
203321_s_at	5.35e-01	4.66e-01	0.7317793	-6.805713	0.04260123	ADNP2	ADNP homeobox 2
213894_at	5.35e-01	4.66e-01	0.7316566	-6.805802	0.03488267	THSD7A	thrombospondin type 1 domain containing 7A
201642_at	5.36e-01	4.66e-01	0.7314585	-6.805947	0.0409927	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)
217906_at	5.36e-01	4.67e-01	0.7307792	-6.806442	0.06280634	KLHDC2	kelch domain containing 2
215657_at	5.36e-01	4.67e-01	-0.7307108	-6.806492	-0.01322951	SLC26A3	solute carrier family 26 member 3
206935_at	5.36e-01	4.67e-01	-0.7306227	-6.806556	-0.0079266	PCDH8	protocadherin 8
221314_at	5.36e-01	4.67e-01	-0.7304465	-6.806684	-0.0305552	GDF9	growth differentiation factor 9
208411_x_at	5.36e-01	4.67e-01	-0.7303811	-6.806732	-0.01035785	PPEF2	protein phosphatase with EF-hand domain 2
216519_s_at	5.37e-01	4.67e-01	-0.7295045	-6.80737	-0.01722863	PROSC	proline synthetase cotranscribed homolog (bacterial)
207528_s_at	5.37e-01	4.67e-01	0.7294534	-6.807407	0.05665522	SLC7A11	solute carrier family 7 member 11
220378_at	5.37e-01	4.67e-01	-0.729354	-6.80748	-0.0191071	TCP11	t-complex 11
210764_s_at	5.37e-01	4.67e-01	0.7292878	-6.807528	0.14329114	CYR61	cysteine rich angiogenic inducer 61
220148_at	5.37e-01	4.68e-01	-0.7291282	-6.807644	-0.03433162	ALDH8A1	aldehyde dehydrogenase 8 family member A1
216750_at	5.37e-01	4.68e-01	0.7290884	-6.807673	0.0318533	APBB2	amyloid beta precursor protein binding family B member 2
217653_x_at	5.37e-01	4.68e-01	-0.7289917	-6.807743	-0.05737795		
215941_at	5.37e-01	4.68e-01	-0.7289261	-6.807791	-0.01957397		
216430_x_at	5.37e-01	4.68e-01	0.7288804	-6.807824	0.04698564	IGLV1-44	immunoglobulin lambda variable 1-44
204590_x_at	5.37e-01	4.68e-01	-0.7285549	-6.80806	-0.0218224	VPS33A	VPS33A, CORVET/HOPS core subunit
205994_at	5.37e-01	4.68e-01	0.7284332	-6.808149	0.02012439	ELK4	ELK4, ETS transcription factor
217449_at	5.37e-01	4.68e-01	-0.7282687	-6.808268	-0.02290803		
212608_s_at	5.37e-01	4.68e-01	-0.7279952	-6.808467	-0.04491384	NUDT3	nudix hydrolase 3
217664_at	5.37e-01	4.68e-01	-0.7279563	-6.808495	-0.02245452		
215549_x_at	5.38e-01	4.68e-01	0.7277072	-6.808676	0.06796905	CTAGE8///CTAGE4///CTAGE9	CTAGE family member 8///CTAGE family member 4///CTAGE family member 9
220852_at	5.38e-01	4.68e-01	-0.7276661	-6.808706	-0.03308171	FOXN3-AS2	FOXN3 antisense RNA 2
202510_s_at	5.38e-01	4.68e-01	-0.7276409	-6.808724	-0.07222692	TNFAIP2	TNF alpha induced protein 2
214099_s_at	5.38e-01	4.68e-01	-0.7276247	-6.808736	-0.02696398	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
206542_s_at	5.38e-01	4.69e-01	-0.727147	-6.809082	-0.07779999	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
207490_at	5.38e-01	4.69e-01	0.7269493	-6.809226	0.02444189	TUBA4B	tubulin alpha 4b
216777_at	5.38e-01	4.69e-01	-0.7265688	-6.809502	-0.01429937		
201258_at	5.38e-01	4.69e-01	0.7264843	-6.809563	0.06836801	RPS16	ribosomal protein S16
201149_s_at	5.39e-01	4.69e-01	0.7261528	-6.809803	0.07776271	TIMP3	TIMP metallopeptidase inhibitor 3
214608_s_at	5.39e-01	4.69e-01	-0.726103	-6.809839	-0.02687176	EYA1	EYA transcriptional coactivator and phosphatase 1
201928_at	5.39e-01	4.69e-01	0.7259352	-6.809961	0.04969442	PKP4	plakophilin 4
214029_at	5.39e-01	4.69e-01	-0.7259328	-6.809962	-0.01837852	SLC25A42	solute carrier family 25 member 42
206921_at	5.39e-01	4.70e-01	0.7257177	-6.810118	0.01605239	GLE1	GLE1, RNA export mediator
215213_at	5.39e-01	4.70e-01	-0.7255467	-6.810242	-0.0148932	NUP54	nucleoporin 54
201668_x_at	5.39e-01	4.70e-01	-0.7254771	-6.810292	-0.07142415	MARCKS	myristoylated alanine rich protein kinase C substrate
201699_at	5.39e-01	4.70e-01	0.7253668	-6.810372	0.06992588	PSMC6	proteasome 26S subunit, ATPase 6
208989_s_at	5.39e-01	4.70e-01	0.7253066	-6.810415	0.03279408	KDM2A	lysine demethylase 2A
203069_at	5.39e-01	4.70e-01	0.72514	-6.810536	0.04419025	SV2A	synaptic vesicle glycoprotein 2A
213474_at	5.39e-01	4.70e-01	-0.7248552	-6.810742	-0.04452668	KCTD7///RABGEF1	potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
215860_at	5.39e-01	4.70e-01	-0.7245174	-6.810986	-0.01783641	SYT12	synaptotagmin 12
221870_at	5.40e-01	4.71e-01	0.7240773	-6.811304	0.05224509	EHD2	EH domain containing 2
210153_s_at	5.40e-01	4.71e-01	0.7231418	-6.811979	0.03712747	ME2	malic enzyme 2
204130_at	5.40e-01	4.71e-01	-0.7231128	-6.812	-0.03570266	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
203547_at	5.40e-01	4.71e-01	0.7228027	-6.812224	0.02836424	CD4	CD4 molecule
215364_s_at	5.40e-01	4.71e-01	0.7227164	-6.812286	0.03281555	SZT2	seizure threshold 2 homolog (mouse)
220407_s_at	5.41e-01	4.72e-01	0.722564	-6.812396	0.02129465	TGFB2	transforming growth factor beta 2
218679_s_at	5.41e-01	4.72e-01	-0.7222902	-6.812593	-0.03912985	VPS28	VPS28, ESCRT-I subunit
210154_at	5.41e-01	4.72e-01	0.7215731	-6.813109	0.04489192	ME2	malic enzyme 2
218439_s_at	5.41e-01	4.72e-01	-0.7214163	-6.813222	-0.04426473	COMMD10	COMM domain containing 10
204908_s_at	5.41e-01	4.72e-01	-0.7211615	-6.813405	-0.07026064	MIR8085///BCL3	microRNA 8085///B-cell CLL/lymphoma 3
219412_at	5.41e-01	4.72e-01	0.7211288	-6.813429	0.11025538	RAB38	RAB38, member RAS oncogene family
205900_at	5.42e-01	4.73e-01	-0.7206405	-6.81378	-0.2084601	KRT1	keratin 1
205473_at	5.42e-01	4.73e-01	-0.7205502	-6.813845	-0.0185386	ATP6V1B1	ATPase H+ transporting V1 subunit B1
212264_s_at	5.42e-01	4.73e-01	0.7205441	-6.813849	0.05341772	WAPL	WAPL cohesin release factor
201665_x_at	5.42e-01	4.73e-01	0.7203677	-6.813976	0.03331627	RPS17	ribosomal protein S17
205922_at	5.42e-01	4.73e-01	-0.7194816	-6.814612	-0.03219793	VNN2	vanin 2
207753_at	5.43e-01	4.74e-01	0.7191993	-6.814815	0.03946095	ZNF304	zinc finger protein 304
205525_at	5.43e-01	4.74e-01	0.7189963	-6.81496	0.08905459	CALD1	caldesmon 1
200031_s_at	5.43e-01	4.74e-01	-0.7188448	-6.815069	-0.0381259	SNORD35B///RPS11	small nucleolar RNA, C/D box 35B///ribosomal protein S11
206708_at	5.43e-01	4.74e-01	0.7187965	-6.815104	0.01913692	FOXN2	forkhead box N2
215263_at	5.43e-01	4.74e-01	0.7187082	-6.815167	0.01158959	ZXDB///ZXDA	zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A
211858_x_at	5.43e-01	4.74e-01	-0.7185855	-6.815255	-0.03617205	GNAS	GNAS complex locus
200927_s_at	5.43e-01	4.74e-01	-0.7184123	-6.815379	-0.06388205	RAB14	RAB14, member RAS oncogene family
219960_s_at	5.43e-01	4.74e-01	0.7180944	-6.815607	0.04727448	UCHL5	ubiquitin C-terminal hydrolase L5
200003_s_at	5.43e-01	4.74e-01	-0.7179159	-6.815735	-0.04965376	MIR6805///RPL28	microRNA 6805///ribosomal protein L28
200964_at	5.44e-01	4.75e-01	-0.71741	-6.816097	-0.05748134	UBA1	ubiquitin like modifier activating enzyme 1
221431_s_at	5.44e-01	4.75e-01	-0.7170547	-6.816351	-0.03124037	OR12D3	olfactory receptor family 12 subfamily D member 3
201328_at	5.44e-01	4.75e-01	-0.7169752	-6.816408	-0.07704541	ETS2	ETS proto-oncogene 2, transcription factor
214228_x_at	5.44e-01	4.75e-01	-0.716433	-6.816795	-0.02357794	TNFRSF4	TNF receptor superfamily member 4
220619_at	5.44e-01	4.75e-01	0.7161745	-6.81698	0.01412231	CHD7	chromodomain helicase DNA binding protein 7
214123_s_at	5.44e-01	4.75e-01	-0.7161039	-6.817031	-0.02014655	NOP14-AS1	NOP14 antisense RNA 1
215829_at	5.45e-01	4.76e-01	-0.7158705	-6.817197	-0.01862566	SHANK2	SH3 and multiple ankyrin repeat domains 2
218412_s_at	5.45e-01	4.76e-01	0.7157415	-6.817289	0.0500706	GTF2IRD1	GTF2I repeat domain containing 1
213331_s_at	5.45e-01	4.76e-01	-0.7156446	-6.817359	-0.04359131	NEK1	NIMA related kinase 1
213128_s_at	5.45e-01	4.76e-01	-0.7151175	-6.817735	-0.04812272	UBE3A	ubiquitin protein ligase E3A
221262_s_at	5.45e-01	4.76e-01	-0.7150704	-6.817768	-0.01531122	SLC2A11	solute carrier family 2 member 11
218678_at	5.45e-01	4.76e-01	-0.7149616	-6.817846	-0.04549694	NES	nestin
211796_s_at	5.45e-01	4.77e-01	0.7144097	-6.818239	0.08122156	TRBC1	T cell receptor beta constant 1
207720_at	5.46e-01	4.77e-01	-0.713848	-6.818639	-0.06472642	LOR	loricrin
205743_at	5.46e-01	4.77e-01	0.7134087	-6.818952	0.03424625	STAC	SH3 and cysteine rich domain
220432_s_at	5.46e-01	4.77e-01	-0.7132547	-6.819062	-0.04047939	CYP39A1	cytochrome P450 family 39 subfamily A member 1
203646_at	5.46e-01	4.77e-01	-0.712894	-6.819318	-0.02941375	FDX1	ferredoxin 1
220483_s_at	5.46e-01	4.77e-01	0.7128685	-6.819336	0.03628312	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
207164_s_at	5.46e-01	4.78e-01	0.7128178	-6.819372	0.02186273	ZBTB18	zinc finger and BTB domain containing 18
218505_at	5.46e-01	4.78e-01	-0.7127373	-6.81943	-0.04968582	WDR59	WD repeat domain 59
213020_at	5.46e-01	4.78e-01	-0.712731	-6.819434	-0.02044963	GOSR1	golgi SNAP receptor complex member 1
200829_x_at	5.47e-01	4.78e-01	0.7119159	-6.820013	0.03366942	ZNF207	zinc finger protein 207
216561_x_at	5.47e-01	4.78e-01	0.711741	-6.820138	0.01495066	SOX5P1	SRY-box 5 pseudogene 1
202973_x_at	5.47e-01	4.79e-01	0.7110952	-6.820596	0.09636165	FAM13A	family with sequence similarity 13 member A
217244_at	5.48e-01	4.79e-01	-0.7103838	-6.8211	-0.01799034		
216694_at	5.48e-01	4.79e-01	-0.7103297	-6.821139	-0.02358603	PQLC3	PQ loop repeat containing 3
207321_s_at	5.48e-01	4.80e-01	-0.7094766	-6.821743	-0.02057219	ABCB9	ATP binding cassette subfamily B member 9
222102_at	5.49e-01	4.80e-01	-0.7093912	-6.821803	-0.0297992	GSTA3	glutathione S-transferase alpha 3
212096_s_at	5.49e-01	4.80e-01	-0.7087943	-6.822225	-0.0714265	MTUS1	microtubule associated tumor suppressor 1
218387_s_at	5.49e-01	4.80e-01	-0.7086629	-6.822318	-0.06165492	PGLS	6-phosphogluconolactonase
218925_s_at	5.49e-01	4.80e-01	0.7083277	-6.822555	0.01161019	C11orf1	chromosome 11 open reading frame 1
218075_at	5.50e-01	4.81e-01	0.7078304	-6.822906	0.0201967	AAAS	aladin WD repeat nucleoporin
201287_s_at	5.50e-01	4.81e-01	0.7073012	-6.82328	0.1085537	SDC1	syndecan 1
212888_at	5.50e-01	4.81e-01	-0.7072443	-6.82332	-0.05312629	DICER1	dicer 1, ribonuclease III
214464_at	5.50e-01	4.81e-01	-0.7071312	-6.8234	-0.10375562	CDC42BPA	CDC42 binding protein kinase alpha
212098_at	5.50e-01	4.81e-01	0.7067272	-6.823685	0.04471248	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
212051_at	5.50e-01	4.82e-01	0.7063005	-6.823986	0.05212179	WIPF2	WAS/WASL interacting protein family member 2
210102_at	5.51e-01	4.82e-01	-0.7061243	-6.82411	-0.03824264	VWA5A	von Willebrand factor A domain containing 5A
200023_s_at	5.51e-01	4.82e-01	-0.7059535	-6.82423	-0.04965776	EIF3F	eukaryotic translation initiation factor 3 subunit F
211647_x_at	5.51e-01	4.82e-01	-0.7059528	-6.824231	-0.02173716	IGHM///IGHG1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)
209793_at	5.51e-01	4.82e-01	-0.7059036	-6.824265	-0.01622515	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
216462_at	5.51e-01	4.82e-01	0.7056329	-6.824456	0.00928178		
208088_s_at	5.51e-01	4.82e-01	-0.7054563	-6.82458	-0.01279906	CFHR5	complement factor H related 5
220025_at	5.51e-01	4.82e-01	0.7054055	-6.824616	0.02180822	TBR1	T-box, brain 1
215216_at	5.51e-01	4.82e-01	-0.7053701	-6.824641	-0.02416651	VPS16	VPS16, CORVET/HOPS core subunit
219348_at	5.51e-01	4.82e-01	-0.7052993	-6.824691	-0.03032148	USE1	unconventional SNARE in the ER 1
215328_at	5.51e-01	4.82e-01	-0.7048609	-6.824999	-0.02155758	EFR3B	EFR3 homolog B
203440_at	5.52e-01	4.83e-01	-0.7042332	-6.82544	-0.06403313	CDH2	cadherin 2
205768_s_at	5.52e-01	4.83e-01	-0.7040632	-6.82556	-0.02586743	SLC27A2	solute carrier family 27 member 2
210812_at	5.52e-01	4.83e-01	-0.7039583	-6.825633	-0.0120378	XRCC4	X-ray repair cross complementing 4
205679_x_at	5.52e-01	4.83e-01	0.7039485	-6.82564	0.02785115	ACAN	aggrecan
207730_x_at	5.52e-01	4.83e-01	0.7037469	-6.825782	0.06675116		
207266_x_at	5.52e-01	4.83e-01	0.7036954	-6.825818	0.04346123	RBMS1	RNA binding motif single stranded interacting protein 1
218784_s_at	5.52e-01	4.83e-01	-0.7034685	-6.825977	-0.02220827	SAYSD1	SAYSVFN motif domain containing 1
216149_at	5.52e-01	4.83e-01	-0.7034052	-6.826021	-0.02030746	LRRC37BP1	leucine rich repeat containing 37B pseudogene 1
215801_at	5.52e-01	4.83e-01	0.7033896	-6.826032	0.01312931		
205030_at	5.52e-01	4.84e-01	-0.7030428	-6.826276	-0.0333961	FABP7	fatty acid binding protein 7
206086_x_at	5.52e-01	4.84e-01	-0.7029539	-6.826338	-0.0236827	HFE	hemochromatosis
211426_x_at	5.52e-01	4.84e-01	-0.7028842	-6.826387	-0.02948689	GNAQ	G protein subunit alpha q
207524_at	5.52e-01	4.84e-01	-0.7028376	-6.82642	-0.02829787	MIR6132///ST7-OT3///ST7	microRNA 6132///ST7 overlapping transcript 3///suppression of tumorigenicity 7
220694_at	5.52e-01	4.84e-01	0.702696	-6.826519	0.02868323	ASAP1-IT1	ASAP1 intronic transcript 1
212854_x_at	5.53e-01	4.84e-01	0.7022234	-6.82685	0.03249523	NBPF1	neuroblastoma breakpoint family member 1
214164_x_at	5.53e-01	4.84e-01	-0.7021356	-6.826912	-0.10482592	CA12	carbonic anhydrase 12
206790_s_at	5.53e-01	4.84e-01	-0.7020294	-6.826986	-0.04594016	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
208246_x_at	5.53e-01	4.84e-01	0.7018171	-6.827135	0.05369001		
217773_s_at	5.53e-01	4.85e-01	0.7014548	-6.827388	0.04898741	NDUFA4	NDUFA4, mitochondrial complex associated
220444_at	5.53e-01	4.85e-01	0.7012938	-6.827501	0.02301827	ZNF557	zinc finger protein 557
214447_at	5.53e-01	4.85e-01	0.7010658	-6.82766	0.02108139	ETS1	ETS proto-oncogene 1, transcription factor
219907_at	5.53e-01	4.85e-01	-0.7010427	-6.827677	-0.03379165	FRS3	fibroblast growth factor receptor substrate 3
210225_x_at	5.54e-01	4.85e-01	0.7004045	-6.828123	0.0239408	LILRB3	leukocyte immunoglobulin like receptor B3
215909_x_at	5.54e-01	4.85e-01	-0.7001002	-6.828335	-0.04410496	MINK1	misshapen like kinase 1
220754_at	5.54e-01	4.85e-01	-0.6999952	-6.828409	-0.01068837	ARMC9	armadillo repeat containing 9
206166_s_at	5.54e-01	4.85e-01	0.6999863	-6.828415	0.15710566	CLCA2	chloride channel accessory 2
202108_at	5.54e-01	4.86e-01	-0.6993421	-6.828865	-0.05569028	PEPD	peptidase D
41657_at	5.55e-01	4.86e-01	0.6989864	-6.829113	0.0217885	STK11	serine/threonine kinase 11
217393_x_at	5.55e-01	4.86e-01	0.6989266	-6.829154	0.01879121	UBE2NL	ubiquitin conjugating enzyme E2 N like (gene/pseudogene)
210852_s_at	5.55e-01	4.86e-01	-0.6987165	-6.829301	-0.03099021	AASS	aminoadipate-semialdehyde synthase
202106_at	5.55e-01	4.86e-01	-0.6986202	-6.829368	-0.04170581	GOLGA3	golgin A3
209547_s_at	5.55e-01	4.87e-01	0.6982263	-6.829643	0.02192433	SUGP1	SURP and G-patch domain containing 1
208034_s_at	5.55e-01	4.87e-01	0.698128	-6.829711	0.02337383	PROZ	protein Z, vitamin K dependent plasma glycoprotein
214078_at	5.55e-01	4.87e-01	-0.6979504	-6.829835	-0.02190746	PAK3	p21 (RAC1) activated kinase 3
220547_s_at	5.55e-01	4.87e-01	-0.6979274	-6.829851	-0.04068581	FAM35A	family with sequence similarity 35 member A
215880_at	5.55e-01	4.87e-01	-0.6977184	-6.829996	-0.02328548	NAGLU	N-acetyl-alpha-glucosaminidase
216735_x_at	5.55e-01	4.87e-01	0.6976333	-6.830055	0.02500597		
221388_at	5.55e-01	4.87e-01	-0.6976271	-6.83006	-0.03453915	OR1A1	olfactory receptor family 1 subfamily A member 1
207616_s_at	5.55e-01	4.87e-01	0.6975864	-6.830088	0.02954396	TANK	TRAF family member associated NFKB activator
206651_s_at	5.55e-01	4.87e-01	0.6974663	-6.830172	0.01932738	CPB2	carboxypeptidase B2
222194_at	5.55e-01	4.87e-01	-0.6974468	-6.830185	-0.01541897	FAM66D	family with sequence similarity 66 member D
221961_at	5.55e-01	4.87e-01	0.6973191	-6.830274	0.02086699	CLCN7	chloride voltage-gated channel 7
207361_at	5.55e-01	4.87e-01	0.6970931	-6.830431	0.01871586	HBP1	HMG-box transcription factor 1
216853_x_at	5.56e-01	4.87e-01	0.6967428	-6.830675	0.05721906	IGLJ3	immunoglobulin lambda joining 3
218125_s_at	5.56e-01	4.88e-01	-0.6967063	-6.8307	-0.03367385	CCDC25	coiled-coil domain containing 25
215921_at	5.56e-01	4.88e-01	0.6959112	-6.831253	0.04521727	NPIPA5///NPIPB6///NPIPB8///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3
207748_at	5.57e-01	4.89e-01	-0.6950488	-6.831851	-0.02182666		
202950_at	5.57e-01	4.89e-01	0.6950182	-6.831872	0.06503706	CRYZ	crystallin zeta
220675_s_at	5.57e-01	4.89e-01	0.6948698	-6.831975	0.02588138	PNPLA3	patatin like phospholipase domain containing 3
210492_at	5.57e-01	4.89e-01	-0.694826	-6.832005	-0.01296862	MFAP3L	microfibrillar associated protein 3 like
219467_at	5.57e-01	4.89e-01	-0.6948118	-6.832015	-0.02831198	GIN1	gypsy retrotransposon integrase 1
220251_at	5.57e-01	4.89e-01	0.6945409	-6.832203	0.0276153	DIEXF	digestive organ expansion factor homolog (zebrafish)
214605_x_at	5.57e-01	4.89e-01	-0.6944864	-6.832241	-0.01794846	GPR1	G protein-coupled receptor 1
216995_x_at	5.57e-01	4.89e-01	0.6944676	-6.832254	0.02100628	MKRN2	makorin ring finger protein 2
216585_at	5.57e-01	4.89e-01	-0.6944618	-6.832258	-0.01559692		
214582_at	5.57e-01	4.89e-01	-0.6944554	-6.832262	-0.02765283	PDE3B	phosphodiesterase 3B
205998_x_at	5.57e-01	4.89e-01	-0.6942217	-6.832424	-0.03665773	CYP3A4	cytochrome P450 family 3 subfamily A member 4
217198_x_at	5.57e-01	4.89e-01	-0.69405	-6.832543	-0.03621446	IGHG1///IGHD///IGHA2///IGH	immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy locus
204932_at	5.57e-01	4.89e-01	0.6936857	-6.832795	0.00898596	TNFRSF11B	TNF receptor superfamily member 11b
217580_x_at	5.57e-01	4.89e-01	-0.6936529	-6.832818	-0.02673959		
208061_at	5.57e-01	4.89e-01	-0.6936395	-6.832827	-0.01338346		
213095_x_at	5.57e-01	4.90e-01	0.693514	-6.832914	0.03755237	AIF1	allograft inflammatory factor 1
218123_at	5.58e-01	4.90e-01	0.693067	-6.833223	0.05120674	C21orf59	chromosome 21 open reading frame 59
208492_at	5.58e-01	4.90e-01	-0.6928075	-6.833403	-0.01189119	RFXAP	regulatory factor X associated protein
222198_at	5.58e-01	4.90e-01	-0.6926444	-6.833516	-0.01709465		
203007_x_at	5.58e-01	4.90e-01	-0.6923238	-6.833737	-0.08066179	LYPLA1	lysophospholipase I
211480_s_at	5.58e-01	4.90e-01	0.6922246	-6.833806	0.02172513	SLCO1A2	solute carrier organic anion transporter family member 1A2
216706_x_at	5.58e-01	4.90e-01	0.6919939	-6.833965	0.01396088	SKAP2///IGHG1	src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)
217734_s_at	5.58e-01	4.91e-01	0.691875	-6.834047	0.04983877	WDR6	WD repeat domain 6
209665_at	5.58e-01	4.91e-01	-0.6918438	-6.834069	-0.02568271	CYB561D2	cytochrome b561 family member D2
209438_at	5.59e-01	4.91e-01	-0.6911833	-6.834524	-0.0292732	PHKA2	phosphorylase kinase regulatory subunit alpha 2
221760_at	5.59e-01	4.91e-01	0.6903316	-6.835111	0.11430732	MAN1A1	mannosidase alpha class 1A member 1
215718_s_at	5.59e-01	4.92e-01	0.6902312	-6.83518	0.0118758	PHF3	PHD finger protein 3
213888_s_at	5.60e-01	4.92e-01	0.6901684	-6.835224	0.04628437	TRAF3IP3	TRAF3 interacting protein 3
220423_at	5.60e-01	4.92e-01	-0.6899568	-6.835369	-0.02733306	PLA2G2D	phospholipase A2 group IID
206232_s_at	5.60e-01	4.92e-01	-0.6898755	-6.835425	-0.01742416	B4GALT6	beta-1,4-galactosyltransferase 6
208195_at	5.60e-01	4.92e-01	-0.6898143	-6.835467	-0.12569079	TTN	titin
220860_at	5.60e-01	4.92e-01	-0.6897235	-6.83553	-0.01503824	PURG	purine rich element binding protein G
207387_s_at	5.60e-01	4.92e-01	-0.6890317	-6.836006	-0.03370609	GK	glycerol kinase
200819_s_at	5.60e-01	4.92e-01	-0.6889713	-6.836047	-0.05251194	RPS15	ribosomal protein S15
215429_s_at	5.60e-01	4.92e-01	0.6888839	-6.836107	0.04164698	ZNF428	zinc finger protein 428
201702_s_at	5.61e-01	4.93e-01	-0.6878352	-6.836828	-0.04135989	PPP1R10	protein phosphatase 1 regulatory subunit 10
207879_at	5.61e-01	4.93e-01	0.6877758	-6.836868	0.00957719		
212576_at	5.61e-01	4.93e-01	-0.6877368	-6.836895	-0.03379888	MGRN1	mahogunin ring finger 1
204677_at	5.61e-01	4.93e-01	-0.6875828	-6.837001	-0.0578352	CDH5	cadherin 5
215697_at	5.61e-01	4.93e-01	-0.6871308	-6.837311	-0.03408421		
201675_at	5.61e-01	4.94e-01	-0.6870517	-6.837365	-0.06443359	AKAP1	A-kinase anchoring protein 1
220983_s_at	5.61e-01	4.94e-01	-0.6869482	-6.837436	-0.01285174	MIR612///NEAT1	microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
217533_x_at	5.61e-01	4.94e-01	-0.6868911	-6.837475	-0.02183316	PWWP2A	PWWP domain containing 2A
212535_at	5.62e-01	4.94e-01	0.6863946	-6.837815	0.07147711	MEF2A	myocyte enhancer factor 2A
201848_s_at	5.62e-01	4.94e-01	-0.6862746	-6.837898	-0.09725719	BNIP3	BCL2 interacting protein 3
210376_x_at	5.63e-01	4.95e-01	0.6851964	-6.838635	0.02862025	ELK1	ELK1, ETS transcription factor
215973_at	5.63e-01	4.95e-01	-0.6849188	-6.838825	-0.02152003	HCG4B	HLA complex group 4B (non-protein coding)
207367_at	5.63e-01	4.95e-01	-0.6848916	-6.838844	-0.06023651	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit
203555_at	5.63e-01	4.95e-01	-0.6841263	-6.839367	-0.0354718	PTPN18	protein tyrosine phosphatase, non-receptor type 18
214498_at	5.63e-01	4.95e-01	-0.6839486	-6.839488	-0.05023271	ASIP	agouti signaling protein
208258_s_at	5.63e-01	4.96e-01	-0.6837418	-6.839629	-0.02836247	GAS2L1	growth arrest specific 2 like 1
209130_at	5.63e-01	4.96e-01	0.6836353	-6.839702	0.05311849	SNAP23	synaptosome associated protein 23
219834_at	5.64e-01	4.96e-01	-0.6831741	-6.840016	-0.01432508	CARF	calcium responsive transcription factor
204184_s_at	5.64e-01	4.96e-01	0.6825307	-6.840455	0.01915824	GRK3	G protein-coupled receptor kinase 3
216106_at	5.64e-01	4.97e-01	-0.6823033	-6.840609	-0.01701191	LOC145678	uncharacterized LOC145678
221298_s_at	5.64e-01	4.97e-01	-0.6822405	-6.840652	-0.02607725	SLC22A8	solute carrier family 22 member 8
217910_x_at	5.64e-01	4.97e-01	0.6820649	-6.840772	0.02615602	MLX	MLX, MAX dimerization protein
202669_s_at	5.65e-01	4.97e-01	0.6816618	-6.841046	0.06900262	EFNB2	ephrin B2
